t[ms];I[10A];Ue[V];P[W];E[J]
116,32;36,61;3,346;122,5;61,25
116,34;36,61;3,386;123,96;61,98
116,36;36,61;3,268;119,64;59,82
116,38;36,61;3,346;122,5;61,25
116,4;36,61;3,386;123,96;61,98
116,42;36,61;3,425;125,39;62,7
116,44;36,61;3,386;123,96;61,98
116,46;37,01;3,307;122,39;61,2
116,48;36,61;3,346;122,5;61,25
116,5;36,61;3,346;122,5;61,25
116,52;36,61;3,386;123,96;61,98
116,54;36,61;3,346;122,5;61,25
116,56;37,01;3,346;123,84;61,92
116,58;36,61;3,346;122,5;61,25
116,6;36,61;3,386;123,96;61,98
116,62;36,61;3,346;122,5;61,25
116,64;36,61;3,386;123,96;61,98
116,66;36,61;3,346;122,5;61,25
116,68;36,61;3,346;122,5;61,25
116,7;36,61;3,346;122,5;61,25
116,72;36,61;3,386;123,96;61,98
116,74;36,61;3,386;123,96;61,98
116,76;36,61;3,386;123,96;61,98
116,78;36,61;3,386;123,96;61,98
116,8;36,61;3,386;123,96;61,98
116,82;36,22;3,425;124,05;62,02
116,84;36,61;3,386;123,96;61,98
116,86;36,61;3,346;122,5;61,25
116,88;36,61;3,346;122,5;61,25
116,9;36,61;3,346;122,5;61,25
116,92;36,22;3,386;122,64;61,32
116,94;36,61;3,346;122,5;61,25
116,96;36,61;3,307;121,07;60,54
116,98;37,01;3,346;123,84;61,92
117;36,61;3,386;123,96;61,98
117,02;36,61;3,307;121,07;60,54
117,04;36,61;3,307;121,07;60,54
117,06;37,01;3,346;123,84;61,92
117,08;36,61;3,346;122,5;61,25
117,1;36,61;3,346;122,5;61,25
117,12;36,61;3,504;128,28;64,14
117,14;36,61;3,346;122,5;61,25
117,16;36,61;3,386;123,96;61,98
117,18;36,61;3,386;123,96;61,98
117,2;36,61;3,346;122,5;61,25
117,22;36,61;3,268;119,64;59,82
117,24;36,61;3,386;123,96;61,98
117,26;36,61;3,346;122,5;61,25
117,28;37,01;3,386;125,32;62,66
117,3;36,61;3,386;123,96;61,98
117,32;36,61;3,386;123,96;61,98
117,34;36,61;3,386;123,96;61,98
117,36;36,61;3,346;122,5;61,25
117,38;36,61;3,386;123,96;61,98
117,4;36,61;3,386;123,96;61,98
117,42;36,22;3,425;124,05;62,02
117,44;36,61;3,346;122,5;61,25
117,46;36,61;3,425;125,39;62,7
117,48;36,61;3,346;122,5;61,25
117,5;36,61;3,386;123,96;61,98
117,52;36,22;3,386;122,64;61,32
117,54;36,61;3,346;122,5;61,25
117,56;36,61;3,346;122,5;61,25
117,58;36,61;3,346;122,5;61,25
117,6;36,61;3,386;123,96;61,98
117,62;36,61;3,386;123,96;61,98
117,64;36,61;3,386;123,96;61,98
117,66;36,61;3,346;122,5;61,25
117,68;37,01;3,386;125,32;62,66
117,7;36,61;3,386;123,96;61,98
117,72;36,61;3,425;125,39;62,7
117,74;36,61;3,386;123,96;61,98
117,76;36,61;3,346;122,5;61,25
117,78;36,61;3,386;123,96;61,98
117,8;36,61;3,386;123,96;61,98
117,82;36,22;3,386;122,64;61,32
117,84;36,61;3,386;123,96;61,98
117,86;36,61;3,346;122,5;61,25
117,88;37,01;3,346;123,84;61,92
117,9;36,61;3,386;123,96;61,98
117,92;36,61;3,386;123,96;61,98
117,94;36,61;3,386;123,96;61,98
117,96;36,61;3,346;122,5;61,25
117,98;36,61;3,346;122,5;61,25
118;36,61;3,386;123,96;61,98
118,02;36,61;3,386;123,96;61,98
118,04;36,61;3,386;123,96;61,98
118,06;36,61;3,307;121,07;60,54
118,08;36,61;3,346;122,5;61,25
118,1;36,61;3,386;123,96;61,98
118,12;36,61;3,386;123,96;61,98
118,14;36,61;3,386;123,96;61,98
118,16;36,61;3,386;123,96;61,98
118,18;36,61;3,386;123,96;61,98
118,2;36,61;3,386;123,96;61,98
118,22;36,61;3,386;123,96;61,98
118,24;36,61;3,425;125,39;62,7
118,26;36,61;3,386;123,96;61,98
118,28;36,61;3,346;122,5;61,25
118,3;36,61;3,386;123,96;61,98
118,32;36,22;3,386;122,64;61,32
118,34;36,61;3,386;123,96;61,98
118,36;36,61;3,346;122,5;61,25
118,38;36,61;3,386;123,96;61,98
118,4;36,61;3,386;123,96;61,98
118,42;36,22;3,425;124,05;62,02
118,44;36,61;3,386;123,96;61,98
118,46;36,61;3,346;122,5;61,25
118,48;36,61;3,386;123,96;61,98
118,5;36,61;3,386;123,96;61,98
118,52;36,22;3,386;122,64;61,32
118,54;36,61;3,386;123,96;61,98
118,56;36,61;3,386;123,96;61,98
118,58;36,61;3,346;122,5;61,25
118,6;36,61;3,386;123,96;61,98
118,62;36,61;3,386;123,96;61,98
118,64;36,61;3,386;123,96;61,98
118,66;36,61;3,386;123,96;61,98
118,68;36,61;3,386;123,96;61,98
118,7;36,61;3,386;123,96;61,98
118,72;36,61;3,386;123,96;61,98
118,74;36,61;3,386;123,96;61,98
118,76;36,61;3,386;123,96;61,98
118,78;36,61;3,386;123,96;61,98
118,8;36,61;3,386;123,96;61,98
118,82;36,61;3,425;125,39;62,7
118,84;36,22;3,425;124,05;62,02
118,86;36,61;3,386;123,96;61,98
118,88;37,01;3,346;123,84;61,92
118,9;36,61;3,386;123,96;61,98
118,92;36,61;3,425;125,39;62,7
118,94;36,61;3,386;123,96;61,98
118,96;36,61;3,346;122,5;61,25
118,98;36,61;3,346;122,5;61,25
119;36,61;3,386;123,96;61,98
119,02;36,61;3,386;123,96;61,98
119,04;36,61;3,386;123,96;61,98
119,06;36,61;3,386;123,96;61,98
119,08;37,01;3,268;120,95;60,48
119,1;36,61;3,346;122,5;61,25
119,12;36,61;3,425;125,39;62,7
119,14;36,22;3,386;122,64;61,32
119,16;36,61;3,346;122,5;61,25
119,18;36,61;3,386;123,96;61,98
119,2;36,61;3,386;123,96;61,98
119,22;36,22;3,425;124,05;62,02
119,24;36,22;3,425;124,05;62,02
119,26;36,61;3,386;123,96;61,98
119,28;36,61;3,268;119,64;59,82
119,3;36,61;3,386;123,96;61,98
119,32;36,61;3,425;125,39;62,7
119,34;36,61;3,425;125,39;62,7
119,36;36,61;3,425;125,39;62,7
119,38;37,01;3,425;126,76;63,38
119,4;36,61;3,425;125,39;62,7
119,42;36,61;3,425;125,39;62,7
119,44;36,61;3,386;123,96;61,98
119,46;36,61;3,386;123,96;61,98
119,48;36,61;3,386;123,96;61,98
119,5;36,61;3,386;123,96;61,98
119,52;36,61;3,386;123,96;61,98
119,54;36,61;3,425;125,39;62,7
119,56;36,61;3,386;123,96;61,98
119,58;36,61;3,346;122,5;61,25
119,6;36,61;3,386;123,96;61,98
119,62;36,61;3,386;123,96;61,98
119,64;36,61;3,386;123,96;61,98
119,66;36,61;3,386;123,96;61,98
119,68;36,61;3,425;125,39;62,7
119,7;36,61;3,346;122,5;61,25
119,72;36,61;3,386;123,96;61,98
119,74;36,61;3,425;125,39;62,7
119,76;36,61;3,386;123,96;61,98
119,78;36,61;3,425;125,39;62,7
119,8;36,61;3,386;123,96;61,98
119,82;36,61;3,425;125,39;62,7
119,84;36,61;3,425;125,39;62,7
119,86;36,61;3,386;123,96;61,98
119,88;36,61;3,386;123,96;61,98
119,9;37,01;3,386;125,32;62,66
119,92;36,61;3,425;125,39;62,7
119,94;36,22;3,425;124,05;62,02
119,96;36,61;3,346;122,5;61,25
119,98;36,61;3,346;122,5;61,25
120;36,61;3,386;123,96;61,98
120,02;36,61;3,386;123,96;61,98
120,04;36,61;3,386;123,96;61,98
120,06;36,61;3,386;123,96;61,98
120,08;36,61;3,346;122,5;61,25
120,1;36,61;3,386;123,96;61,98
120,12;36,61;3,386;123,96;61,98
120,14;36,61;3,386;123,96;61,98
120,16;36,61;3,386;123,96;61,98
120,18;36,61;3,386;123,96;61,98
120,2;36,61;3,386;123,96;61,98
120,22;36,61;3,425;125,39;62,7
120,24;36,61;3,425;125,39;62,7
120,26;36,61;3,425;125,39;62,7
120,28;36,61;3,386;123,96;61,98
120,3;36,61;3,425;125,39;62,7
120,32;36,61;3,425;125,39;62,7
120,34;36,61;3,386;123,96;61,98
120,36;36,61;3,425;125,39;62,7
120,38;36,61;3,346;122,5;61,25
120,4;36,61;3,386;123,96;61,98
120,42;36,61;3,425;125,39;62,7
120,44;36,22;3,386;122,64;61,32
120,46;36,61;3,425;125,39;62,7
120,48;36,61;3,386;123,96;61,98
120,5;36,61;3,386;123,96;61,98
120,52;36,61;3,425;125,39;62,7
120,54;36,22;3,425;124,05;62,02
120,56;36,61;3,386;123,96;61,98
120,58;36,61;3,346;122,5;61,25
120,6;36,61;3,386;123,96;61,98
120,62;36,61;3,425;125,39;62,7
120,64;36,61;3,386;123,96;61,98
120,66;36,22;3,425;124,05;62,02
120,68;36,61;3,346;122,5;61,25
120,7;36,61;3,386;123,96;61,98
120,72;36,61;3,386;123,96;61,98
120,74;36,61;3,425;125,39;62,7
120,76;36,61;3,386;123,96;61,98
120,78;36,61;3,346;122,5;61,25
120,8;36,61;3,386;123,96;61,98
120,82;36,61;3,425;125,39;62,7
120,84;36,61;3,425;125,39;62,7
120,86;36,61;3,386;123,96;61,98
120,88;36,61;3,346;122,5;61,25
120,9;36,61;3,386;123,96;61,98
120,92;36,61;3,386;123,96;61,98
120,94;36,22;3,425;124,05;62,02
120,96;36,61;3,386;123,96;61,98
120,98;36,61;3,386;123,96;61,98
121;37,01;3,386;125,32;62,66
121,02;36,61;3,386;123,96;61,98
121,04;36,61;3,346;122,5;61,25
121,06;36,61;3,386;123,96;61,98
121,08;36,61;3,346;122,5;61,25
121,1;36,61;3,386;123,96;61,98
121,12;36,61;3,386;123,96;61,98
121,14;36,61;3,543;129,71;64,86
121,16;36,61;3,346;122,5;61,25
121,18;36,61;3,425;125,39;62,7
121,2;36,61;3,386;123,96;61,98
121,22;36,61;3,425;125,39;62,7
121,24;36,22;3,268;118,37;59,18
121,26;36,61;3,425;125,39;62,7
121,28;36,61;3,386;123,96;61,98
121,3;36,61;3,425;125,39;62,7
121,32;36,61;3,425;125,39;62,7
121,34;36,22;3,386;122,64;61,32
121,36;36,61;3,425;125,39;62,7
121,38;36,61;3,386;123,96;61,98
121,4;36,61;3,386;123,96;61,98
121,42;36,61;3,425;125,39;62,7
121,44;36,22;3,425;124,05;62,02
121,46;36,22;3,386;122,64;61,32
121,48;36,61;3,386;123,96;61,98
121,5;36,61;3,386;123,96;61,98
121,52;36,61;3,425;125,39;62,7
121,54;36,61;3,425;125,39;62,7
121,56;36,61;3,425;125,39;62,7
121,58;36,61;3,346;122,5;61,25
121,6;36,61;3,425;125,39;62,7
121,62;36,61;3,386;123,96;61,98
121,64;36,22;3,425;124,05;62,02
121,66;36,61;3,425;125,39;62,7
121,68;36,61;3,386;123,96;61,98
121,7;36,61;3,386;123,96;61,98
121,72;36,61;3,425;125,39;62,7
121,74;36,61;3,346;122,5;61,25
121,76;36,61;3,425;125,39;62,7
121,78;36,61;3,346;122,5;61,25
121,8;36,61;3,346;122,5;61,25
121,82;36,61;3,386;123,96;61,98
121,84;36,61;3,465;126,85;63,42
121,86;36,61;3,425;125,39;62,7
121,88;36,61;3,425;125,39;62,7
121,9;36,61;3,386;123,96;61,98
121,92;36,61;3,425;125,39;62,7
121,94;36,61;3,425;125,39;62,7
121,96;36,61;3,425;125,39;62,7
121,98;36,61;3,386;123,96;61,98
122;36,61;3,386;123,96;61,98
122,02;36,61;3,386;123,96;61,98
122,04;36,61;3,425;125,39;62,7
122,06;36,61;3,386;123,96;61,98
122,08;36,61;3,386;123,96;61,98
122,1;36,61;3,346;122,5;61,25
122,12;36,61;3,386;123,96;61,98
122,14;36,61;3,425;125,39;62,7
122,16;36,61;3,425;125,39;62,7
122,18;36,61;3,425;125,39;62,7
122,2;36,61;3,386;123,96;61,98
122,22;36,61;3,425;125,39;62,7
122,24;36,61;3,425;125,39;62,7
122,26;36,61;3,425;125,39;62,7
122,28;36,61;3,307;121,07;60,54
122,3;36,61;3,425;125,39;62,7
122,32;36,61;3,425;125,39;62,7
122,34;36,61;3,425;125,39;62,7
122,36;36,61;3,425;125,39;62,7
122,38;36,61;3,386;123,96;61,98
122,4;36,61;3,386;123,96;61,98
122,42;36,61;3,425;125,39;62,7
122,44;36,61;3,425;125,39;62,7
122,46;36,61;3,425;125,39;62,7
122,48;36,61;3,386;123,96;61,98
122,5;36,61;3,425;125,39;62,7
122,52;36,61;3,386;123,96;61,98
122,54;36,61;3,425;125,39;62,7
122,56;36,61;3,425;125,39;62,7
122,58;36,61;3,386;123,96;61,98
122,6;36,61;3,386;123,96;61,98
122,62;36,61;3,425;125,39;62,7
122,64;36,61;3,425;125,39;62,7
122,66;36,22;3,425;124,05;62,02
122,68;36,61;3,425;125,39;62,7
122,7;37,01;3,386;125,32;62,66
122,72;36,61;3,425;125,39;62,7
122,74;36,22;3,425;124,05;62,02
122,76;36,61;3,425;125,39;62,7
122,78;36,61;3,425;125,39;62,7
122,8;36,61;3,425;125,39;62,7
122,82;36,61;3,425;125,39;62,7
122,84;36,61;3,425;125,39;62,7
122,86;36,22;3,425;124,05;62,02
122,88;36,61;3,425;125,39;62,7
122,9;36,61;3,425;125,39;62,7
122,92;36,61;3,425;125,39;62,7
122,94;36,61;3,425;125,39;62,7
122,96;36,61;3,425;125,39;62,7
122,98;36,61;3,425;125,39;62,7
123;36,61;3,346;122,5;61,25
123,02;36,61;3,386;123,96;61,98
123,04;36,61;3,425;125,39;62,7
123,06;36,61;3,425;125,39;62,7
123,08;36,61;3,386;123,96;61,98
123,1;36,61;3,346;122,5;61,25
123,12;36,61;3,425;125,39;62,7
123,14;36,61;3,425;125,39;62,7
123,16;36,61;3,425;125,39;62,7
123,18;36,61;3,425;125,39;62,7
123,2;36,61;3,425;125,39;62,7
123,22;36,61;3,425;125,39;62,7
123,24;36,61;3,425;125,39;62,7
123,26;36,61;3,425;125,39;62,7
123,28;36,61;3,425;125,39;62,7
123,3;36,61;3,307;121,07;60,54
123,32;36,61;3,425;125,39;62,7
123,34;36,61;3,425;125,39;62,7
123,36;36,61;3,465;126,85;63,42
123,38;36,61;3,425;125,39;62,7
123,4;36,61;3,386;123,96;61,98
123,42;36,61;3,425;125,39;62,7
123,44;36,61;3,425;125,39;62,7
123,46;36,61;3,425;125,39;62,7
123,48;36,61;3,425;125,39;62,7
123,5;36,61;3,425;125,39;62,7
123,52;36,61;3,425;125,39;62,7
123,54;36,61;3,425;125,39;62,7
123,56;36,61;3,425;125,39;62,7
123,58;36,61;3,425;125,39;62,7
123,6;36,61;3,386;123,96;61,98
123,62;36,61;3,425;125,39;62,7
123,64;36,61;3,425;125,39;62,7
123,66;36,61;3,425;125,39;62,7
123,68;36,61;3,386;123,96;61,98
123,7;36,61;3,346;122,5;61,25
123,72;36,61;3,425;125,39;62,7
123,74;36,61;3,425;125,39;62,7
123,76;36,61;3,425;125,39;62,7
123,78;36,61;3,425;125,39;62,7
123,8;36,61;3,425;125,39;62,7
123,82;36,61;3,425;125,39;62,7
123,84;36,22;3,425;124,05;62,02
123,86;36,61;3,425;125,39;62,7
123,88;36,61;3,425;125,39;62,7
123,9;36,61;3,386;123,96;61,98
123,92;36,61;3,386;123,96;61,98
123,94;36,61;3,425;125,39;62,7
123,96;36,22;3,425;124,05;62,02
123,98;36,61;3,386;123,96;61,98
124;37,01;3,346;123,84;61,92
124,02;36,61;3,386;123,96;61,98
124,04;36,61;3,425;125,39;62,7
124,06;36,61;3,425;125,39;62,7
124,08;36,61;3,386;123,96;61,98
124,1;36,61;3,386;123,96;61,98
124,12;36,61;3,386;123,96;61,98
124,14;36,61;3,425;125,39;62,7
124,16;36,61;3,425;125,39;62,7
124,18;36,61;3,425;125,39;62,7
124,2;36,61;3,386;123,96;61,98
124,22;36,61;3,425;125,39;62,7
124,24;36,61;3,425;125,39;62,7
124,26;36,61;3,425;125,39;62,7
124,28;36,61;3,425;125,39;62,7
124,3;36,61;3,425;125,39;62,7
124,32;36,61;3,425;125,39;62,7
124,34;36,61;3,425;125,39;62,7
124,36;36,22;3,425;124,05;62,02
124,38;36,61;3,425;125,39;62,7
124,4;36,61;3,386;123,96;61,98
124,42;36,61;3,425;125,39;62,7
124,44;36,61;3,425;125,39;62,7
124,46;36,61;3,386;123,96;61,98
124,48;36,61;3,425;125,39;62,7
124,5;36,61;3,386;123,96;61,98
124,52;36,61;3,425;125,39;62,7
124,54;36,61;3,425;125,39;62,7
124,56;36,22;3,425;124,05;62,02
124,58;36,61;3,425;125,39;62,7
124,6;36,61;3,425;125,39;62,7
124,62;36,61;3,425;125,39;62,7
124,64;36,61;3,425;125,39;62,7
124,66;36,22;3,425;124,05;62,02
124,68;36,61;3,425;125,39;62,7
124,7;36,61;3,386;123,96;61,98
124,72;36,61;3,425;125,39;62,7
124,74;36,61;3,425;125,39;62,7
124,76;36,61;3,425;125,39;62,7
124,78;36,61;3,425;125,39;62,7
124,8;36,61;3,386;123,96;61,98
124,82;36,61;3,425;125,39;62,7
124,84;36,61;3,425;125,39;62,7
124,86;36,22;3,425;124,05;62,02
124,88;36,61;3,425;125,39;62,7
124,9;36,61;3,425;125,39;62,7
124,92;36,61;3,425;125,39;62,7
124,94;36,61;3,425;125,39;62,7
124,96;36,61;3,425;125,39;62,7
124,98;36,61;3,425;125,39;62,7
125;36,61;3,386;123,96;61,98
125,02;37,01;3,386;125,32;62,66
125,04;36,61;3,465;126,85;63,42
125,06;36,61;3,346;122,5;61,25
125,08;36,61;3,425;125,39;62,7
125,1;36,61;3,386;123,96;61,98
125,12;37,01;3,386;125,32;62,66
125,14;36,61;3,425;125,39;62,7
125,16;36,22;3,425;124,05;62,02
125,18;36,22;3,425;124,05;62,02
125,2;36,61;3,346;122,5;61,25
125,22;36,61;3,425;125,39;62,7
125,24;36,61;3,425;125,39;62,7
125,26;36,61;3,583;131,17;65,58
125,28;36,61;3,425;125,39;62,7
125,3;36,61;3,425;125,39;62,7
125,32;36,61;3,425;125,39;62,7
125,34;36,61;3,425;125,39;62,7
125,36;36,61;3,386;123,96;61,98
125,38;36,61;3,425;125,39;62,7
125,4;36,61;3,425;125,39;62,7
125,42;36,61;3,425;125,39;62,7
125,44;36,61;3,425;125,39;62,7
125,46;36,22;3,425;124,05;62,02
125,48;36,61;3,425;125,39;62,7
125,5;36,61;3,425;125,39;62,7
125,52;36,61;3,425;125,39;62,7
125,54;36,61;3,425;125,39;62,7
125,56;36,22;3,465;125,5;62,75
125,58;36,61;3,425;125,39;62,7
125,6;36,61;3,425;125,39;62,7
125,62;36,61;3,425;125,39;62,7
125,64;36,61;3,425;125,39;62,7
125,66;36,22;3,465;125,5;62,75
125,68;36,61;3,425;125,39;62,7
125,7;36,61;3,386;123,96;61,98
125,72;36,61;3,425;125,39;62,7
125,74;36,61;3,425;125,39;62,7
125,76;36,61;3,465;126,85;63,42
125,78;36,22;3,425;124,05;62,02
125,8;36,61;3,425;125,39;62,7
125,82;36,61;3,425;125,39;62,7
125,84;36,61;3,425;125,39;62,7
125,86;36,61;3,386;123,96;61,98
125,88;36,61;3,425;125,39;62,7
125,9;36,61;3,425;125,39;62,7
125,92;37,01;3,425;126,76;63,38
125,94;36,61;3,425;125,39;62,7
125,96;36,61;3,425;125,39;62,7
125,98;36,61;3,425;125,39;62,7
126;36,61;3,425;125,39;62,7
126,02;37,01;3,386;125,32;62,66
126,04;36,61;3,425;125,39;62,7
126,06;36,61;3,425;125,39;62,7
126,08;36,61;3,425;125,39;62,7
126,1;36,61;3,425;125,39;62,7
126,12;36,61;3,386;123,96;61,98
126,14;36,61;3,425;125,39;62,7
126,16;36,22;3,425;124,05;62,02
126,18;36,61;3,425;125,39;62,7
126,2;36,61;3,346;122,5;61,25
126,22;36,61;3,425;125,39;62,7
126,24;36,61;3,425;125,39;62,7
126,26;36,61;3,465;126,85;63,42
126,28;36,22;3,465;125,5;62,75
126,3;36,61;3,425;125,39;62,7
126,32;37,01;3,425;126,76;63,38
126,34;36,61;3,425;125,39;62,7
126,36;36,22;3,425;124,05;62,02
126,38;36,61;3,425;125,39;62,7
126,4;36,61;3,425;125,39;62,7
126,42;36,61;3,425;125,39;62,7
126,44;36,61;3,425;125,39;62,7
126,46;36,22;3,425;124,05;62,02
126,48;36,22;3,425;124,05;62,02
126,5;36,61;3,425;125,39;62,7
126,52;36,61;3,425;125,39;62,7
126,54;36,61;3,425;125,39;62,7
126,56;36,61;3,425;125,39;62,7
126,58;36,61;3,425;125,39;62,7
126,6;36,61;3,425;125,39;62,7
126,62;36,61;3,425;125,39;62,7
126,64;36,61;3,425;125,39;62,7
126,66;36,61;3,425;125,39;62,7
126,68;36,61;3,425;125,39;62,7
126,7;36,61;3,425;125,39;62,7
126,72;36,61;3,425;125,39;62,7
126,74;36,61;3,425;125,39;62,7
126,76;36,61;3,465;126,85;63,42
126,78;36,61;3,425;125,39;62,7
126,8;36,61;3,425;125,39;62,7
126,82;36,61;3,425;125,39;62,7
126,84;36,61;3,425;125,39;62,7
126,86;36,61;3,504;128,28;64,14
126,88;36,61;3,425;125,39;62,7
126,9;36,61;3,425;125,39;62,7
126,92;36,61;3,425;125,39;62,7
126,94;36,61;3,425;125,39;62,7
126,96;36,61;3,425;125,39;62,7
126,98;36,61;3,425;125,39;62,7
127;36,61;3,425;125,39;62,7
127,02;36,61;3,386;123,96;61,98
127,04;36,61;3,425;125,39;62,7
127,06;36,61;3,425;125,39;62,7
127,08;36,61;3,425;125,39;62,7
127,1;36,61;3,425;125,39;62,7
127,12;37,01;3,386;125,32;62,66
127,14;36,61;3,425;125,39;62,7
127,16;36,61;3,425;125,39;62,7
127,18;36,22;3,425;124,05;62,02
127,2;36,61;3,425;125,39;62,7
127,22;36,61;3,465;126,85;63,42
127,24;36,61;3,425;125,39;62,7
127,26;36,22;3,504;126,91;63,46
127,28;36,61;3,504;128,28;64,14
127,3;36,61;3,425;125,39;62,7
127,32;36,61;3,425;125,39;62,7
127,34;36,61;3,465;126,85;63,42
127,36;36,61;3,425;125,39;62,7
127,38;36,61;3,425;125,39;62,7
127,4;36,61;3,425;125,39;62,7
127,42;37,01;3,425;126,76;63,38
127,44;36,61;3,425;125,39;62,7
127,46;36,61;3,465;126,85;63,42
127,48;36,61;3,425;125,39;62,7
127,5;36,61;3,425;125,39;62,7
127,52;36,61;3,386;123,96;61,98
127,54;36,61;3,425;125,39;62,7
127,56;36,61;3,425;125,39;62,7
127,58;36,61;3,504;128,28;64,14
127,6;36,61;3,425;125,39;62,7
127,62;36,61;3,386;123,96;61,98
127,64;37,01;3,425;126,76;63,38
127,66;36,61;3,425;125,39;62,7
127,68;36,61;3,465;126,85;63,42
127,7;36,61;3,425;125,39;62,7
127,72;36,61;3,346;122,5;61,25
127,74;36,61;3,425;125,39;62,7
127,76;36,61;3,504;128,28;64,14
127,78;36,61;3,425;125,39;62,7
127,8;36,61;3,425;125,39;62,7
127,82;36,61;3,425;125,39;62,7
127,84;36,61;3,425;125,39;62,7
127,86;36,61;3,425;125,39;62,7
127,88;36,61;3,465;126,85;63,42
127,9;36,61;3,425;125,39;62,7
127,92;36,61;3,425;125,39;62,7
127,94;36,61;3,425;125,39;62,7
127,96;36,61;3,465;126,85;63,42
127,98;36,61;3,425;125,39;62,7
128;36,61;3,425;125,39;62,7
128,02;37,01;3,425;126,76;63,38
128,04;37,01;3,386;125,32;62,66
128,06;36,61;3,543;129,71;64,86
128,08;36,61;3,425;125,39;62,7
128,1;36,61;3,425;125,39;62,7
128,12;37,01;3,425;126,76;63,38
128,14;36,61;3,425;125,39;62,7
128,16;36,61;3,504;128,28;64,14
128,18;36,61;3,504;128,28;64,14
128,2;36,61;3,425;125,39;62,7
128,22;36,61;3,425;125,39;62,7
128,24;36,61;3,425;125,39;62,7
128,26;36,61;3,425;125,39;62,7
128,28;36,61;3,504;128,28;64,14
128,3;36,61;3,425;125,39;62,7
128,32;36,61;3,425;125,39;62,7
128,34;36,61;3,425;125,39;62,7
128,36;36,61;3,465;126,85;63,42
128,38;36,22;3,425;124,05;62,02
128,4;36,61;3,465;126,85;63,42
128,42;36,61;3,386;123,96;61,98
128,44;36,61;3,425;125,39;62,7
128,46;36,61;3,465;126,85;63,42
128,48;36,61;3,425;125,39;62,7
128,5;36,61;3,425;125,39;62,7
128,52;36,61;3,425;125,39;62,7
128,54;36,61;3,425;125,39;62,7
128,56;36,61;3,465;126,85;63,42
128,58;36,61;3,504;128,28;64,14
128,6;36,61;3,425;125,39;62,7
128,62;36,61;3,425;125,39;62,7
128,64;37,01;3,425;126,76;63,38
128,66;36,61;3,425;125,39;62,7
128,68;36,61;3,425;125,39;62,7
128,7;36,61;3,425;125,39;62,7
128,72;36,61;3,425;125,39;62,7
128,74;36,61;3,425;125,39;62,7
128,76;36,61;3,425;125,39;62,7
128,78;36,61;3,504;128,28;64,14
128,8;36,61;3,425;125,39;62,7
128,82;36,61;3,425;125,39;62,7
128,84;36,61;3,425;125,39;62,7
128,86;36,61;3,504;128,28;64,14
128,88;36,22;3,504;126,91;63,46
128,9;36,61;3,425;125,39;62,7
128,92;36,61;3,425;125,39;62,7
128,94;37,01;3,425;126,76;63,38
128,96;36,61;3,425;125,39;62,7
128,98;36,61;3,504;128,28;64,14
129;36,61;3,425;125,39;62,7
129,02;36,61;3,425;125,39;62,7
129,04;36,61;3,425;125,39;62,7
129,06;36,61;3,425;125,39;62,7
129,08;36,61;3,386;123,96;61,98
129,1;36,61;3,425;125,39;62,7
129,12;36,61;3,425;125,39;62,7
129,14;36,61;3,425;125,39;62,7
129,16;36,61;3,465;126,85;63,42
129,18;36,61;3,425;125,39;62,7
129,2;36,61;3,425;125,39;62,7
129,22;36,61;3,465;126,85;63,42
129,24;36,61;3,425;125,39;62,7
129,26;36,61;3,504;128,28;64,14
129,28;36,61;3,543;129,71;64,86
129,3;36,22;3,465;125,5;62,75
129,32;36,61;3,425;125,39;62,7
129,34;36,61;3,425;125,39;62,7
129,36;36,61;3,504;128,28;64,14
129,38;36,61;3,504;128,28;64,14
129,4;36,61;3,465;126,85;63,42
129,42;36,61;3,425;125,39;62,7
129,44;37,01;3,425;126,76;63,38
129,46;36,61;3,465;126,85;63,42
129,48;36,22;3,425;124,05;62,02
129,5;36,61;3,465;126,85;63,42
129,52;36,61;3,425;125,39;62,7
129,54;36,61;3,425;125,39;62,7
129,56;36,61;3,425;125,39;62,7
129,58;36,61;3,504;128,28;64,14
129,6;36,22;3,425;124,05;62,02
129,62;36,61;3,425;125,39;62,7
129,64;36,61;3,425;125,39;62,7
129,66;36,61;3,504;128,28;64,14
129,68;36,22;3,425;124,05;62,02
129,7;36,61;3,425;125,39;62,7
129,72;36,61;3,465;126,85;63,42
129,74;36,61;3,425;125,39;62,7
129,76;36,61;3,425;125,39;62,7
129,78;36,22;3,465;125,5;62,75
129,8;36,61;3,425;125,39;62,7
129,82;36,61;3,425;125,39;62,7
129,84;36,61;3,425;125,39;62,7
129,86;36,61;3,425;125,39;62,7
129,88;36,61;3,425;125,39;62,7
129,9;36,61;3,425;125,39;62,7
129,92;36,61;3,425;125,39;62,7
129,94;36,61;3,425;125,39;62,7
129,96;36,61;3,425;125,39;62,7
129,98;36,61;3,465;126,85;63,42
130;36,61;3,425;125,39;62,7
130,02;36,61;3,425;125,39;62,7
130,04;36,61;3,425;125,39;62,7
130,06;36,61;3,425;125,39;62,7
130,08;36,61;3,465;126,85;63,42
130,1;36,61;3,425;125,39;62,7
130,12;36,61;3,425;125,39;62,7
130,14;36,61;3,425;125,39;62,7
130,16;36,61;3,425;125,39;62,7
130,18;36,61;3,504;128,28;64,14
130,2;36,22;3,504;126,91;63,46
130,22;36,61;3,425;125,39;62,7
130,24;36,61;3,425;125,39;62,7
130,26;36,61;3,465;126,85;63,42
130,28;36,61;3,504;128,28;64,14
130,3;36,22;3,504;126,91;63,46
